Time, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.208 kV Losses", "0.24 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "12.5 kV Line Loss", "0.208 kV Line Loss", "0.24 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "12.5 kV Load Loss", "0.208 kV Load Loss", "0.24 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "12.5 kV No Load Loss", "0.208 kV No Load Loss", "0.24 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "12.5 kV Load Energy", "0.208 kV Load Energy", "0.24 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20"
>@, 589.023291852093, -92.0586763659836, 605.127627715791, 611.753905225999, 56.906662879028, 3.65994047297454, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.117219786018, -95.7192286219223, 532.339805499486, 95.9029426860941, 17.7538122822892, -95.7192286219223, 514.363407503728, -4.31685936996829E-16, 18.9087894082043, 514.50721411038, 17.6564399066666, 514.46077987935, 9.91403508489277, 5.18520374254363, 15.0992388274367, 2.55720107922989, 0, 0, 0, 0, 532.020871383906, 0.0963484021142026, -1.85909327831893E-12, 0, 0, 0, 0, 17.5600915045543, 0.0963484021142026, -1.85909327831893E-12, 0, 0, 0, 0, 0.097372375622586, 0, 0, 0, 0, 0, 0, 514.363407503728, 0, 0, 0, 0, 0, 0, 27.0721251134697, 29.8345377655583, 0, 0, 0, 0, 0
?@, 591.878624868162, -91.6635325344734, 605.127627715791, 611.753905225999, 59.7286977818443, 3.84106419905439, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.151006392309, -95.5056676821242, 532.339805499486, 95.9029426860941, 17.9527728492246, -95.5056676821242, 514.198233543084, -6.22436130415239E-17, 18.9087894082043, 514.50721411038, 17.8500799560582, 514.300926436251, 10.0130454278332, 5.24773891830152, 15.2607843461337, 2.58929560992451, 0, 0, 0, 0, 532.044772451595, 0.106233940715628, -1.525711371805E-12, 0, 0, 0, 0, 17.7438460153441, 0.106233940715628, -1.525711371805E-12, 0, 0, 0, 0, 0.102692893166354, 0, 0, 0, 0, 0, 0, 514.198233543084, 0, 0, 0, 0, 0, 0, 28.4145723746772, 31.3141254071671, 0, 0, 0, 0, 0
@@, 596.399085237956, -91.0327210698474, 605.127627715791, 611.753905225999, 64.1914064089191, 4.12750819540885, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.2094909043, -95.1619156458585, 532.339805499486, 95.9029426860941, 18.2728735899978, -95.1619156458585, 513.936617314302, -4.74641159708966E-16, 18.9087894082043, 514.50721411038, 18.1612643368486, 514.048226567451, 10.1715764646972, 5.34804626925123, 15.5196227339484, 2.64164160290028, 0, 0, 0, 0, 532.086618815868, 0.12287208843187, 8.81499225625457E-13, 0, 0, 0, 0, 18.0383922484158, 0.12287208843187, 8.81499225625457E-13, 0, 0, 0, 0, 0.111609253149184, 0, 0, 0, 0, 0, 0, 513.936617314302, 0, 0, 0, 0, 0, 0, 30.5374798292792, 33.6539265796399, 0, 0, 0, 0, 0
€@@, 599.362554576688, -90.6157722435801, 605.127627715791, 611.753905225999, 67.1126081216741, 4.31587377395151, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.251180798995, -94.9327478807976, 532.339805499486, 95.9029426860941, 18.486167019008, -94.9327478807976, 513.765013779987, 1.1196651245049E-15, 18.9087894082043, 514.50721411038, 18.3683827613475, 513.882798037648, 10.2767100279918, 5.41469056209267, 15.6914005900827, 2.67698217126498, 0, 0, 0, 0, 532.116746076278, 0.134434722713455, 2.71589976381359E-12, 0, 0, 0, 0, 18.2339480386314, 0.134434722713455, 2.71589976381359E-12, 0, 0, 0, 0, 0.117784257660497, 0, 0, 0, 0, 0, 0, 513.765013779987, 0, 0, 0, 0, 0, 0, 31.9272676353875, 35.1853404862866, 0, 0, 0, 0, 0
A@, 599.464608912699, -90.6014625145623, 605.127627715791, 611.753905225999, 67.2119635328334, 4.32324522734322, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.252688266097, -94.9247454934898, 532.339805499486, 95.9029426860941, 18.4936040134444, -94.9247454934898, 513.759084252653, -1.80364750912432E-15, 18.9087894082043, 514.50721411038, 18.3756010750554, 513.877087191043, 10.2803680124128, 5.41701698400626, 15.6973849964187, 2.67821607863668, 0, 0, 0, 0, 532.117848253551, 0.134840012544759, 8.68139423628061E-13, 0, 0, 0, 0, 18.2407610625097, 0.134840012544759, 8.68139423628061E-13, 0, 0, 0, 0, 0.118002938389066, 0, 0, 0, 0, 0, 0, 513.759084252653, 0, 0, 0, 0, 0, 0, 31.9747433777074, 35.237220155126, 0, 0, 0, 0, 0
€A@, 598.000775825334, -90.8079521459015, 605.127627715791, 611.753905225999, 65.7684319596584, 4.23091983374674, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.231742879102, -95.0383265689162, 532.339805499486, 95.9029426860941, 18.3878950630676, -95.0383265689162, 513.843847816036, -2.58784313422744E-16, 18.9087894082043, 514.50721411038, 18.2729783309054, 513.958764548198, 10.2283182197056, 5.38401394864527, 15.6123321683513, 2.66064616255409, 0, 0, 0, 0, 532.102689784892, 0.129053094211116, -3.2105726007004E-13, 0, 0, 0, 0, 18.1439252366946, 0.129053094211116, -3.2105726007004E-13, 0, 0, 0, 0, 0.114916732162207, 0, 0, 0, 0, 0, 0, 513.843847816036, 0, 0, 0, 0, 0, 0, 31.2881227418411, 34.4803092178173, 0, 0, 0, 0, 0
B@, 598.099495585023, -90.7939841531881, 605.127627715791, 611.753905225999, 65.8664136327676, 4.23669768631578, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.233122112462, -95.0307179801016, 532.339805499486, 95.9029426860941, 18.3949815743768, -95.0307179801015, 513.838140538084, -1.81811163346701E-16, 18.9087894082043, 514.50721411038, 18.2798593862564, 513.953262726206, 10.2318109505289, 5.3862248025969, 15.6180357531254, 2.66182363313089, 0, 0, 0, 0, 532.103681678513, 0.129440433946737, 1.86190702934151E-12, 0, 0, 0, 0, 18.1504189523077, 0.129440433946737, 1.86190702934151E-12, 0, 0, 0, 0, 0.115122188120464, 0, 0, 0, 0, 0, 0, 513.838140538084, 0, 0, 0, 0, 0, 0, 31.3346256004218, 34.5317880323459, 0, 0, 0, 0, 0
€B@, 595.140260481176, -91.2094575388776, 605.127627715791, 611.753905225999, 62.9464321930371, 4.0498592850389, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.192656361325, -95.2582106729253, 532.339805499486, 95.9029426860941, 18.1832024820939, -95.2582106729253, 514.009453879231, -1.01639356653305E-15, 18.9087894082043, 514.50721411038, 18.0741340777789, 514.118522283545, 10.1272572394742, 5.31999567719911, 15.4472529166741, 2.62688116110478, 0, 0, 0, 0, 532.074543816187, 0.118112545139258, -8.11781917580665E-13, 0, 0, 0, 0, 17.9560215326404, 0.118112545139258, -8.11781917580665E-13, 0, 0, 0, 0, 0.109068404315054, 0, 0, 0, 0, 0, 0, 514.009453879231, 0, 0, 0, 0, 0, 0, 29.9457001010101, 33.000732092027, 0, 0, 0, 0, 0
C@, 595.038506988557, -91.223514852384, 605.127627715791, 611.753905225999, 62.8471829663061, 4.04255741881367, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.191283331838, -95.2660335248007, 532.339805499486, 95.9029426860941, 18.1759268496829, -95.2660335248007, 514.015356482156, -2.5955800009303E-16, 18.9087894082043, 514.50721411038, 18.0670632094749, 514.124220122364, 10.1236591338902, 5.31771246751567, 15.4413716014051, 2.6256916080697, 0, 0, 0, 0, 532.073549115099, 0.11773421673837, 2.15266748820285E-13, 0, 0, 0, 0, 17.9493289927363, 0.11773421673837, 2.15266748820285E-13, 0, 0, 0, 0, 0.108863640208038, 0, 0, 0, 0, 0, 0, 514.015356482156, 0, 0, 0, 0, 0, 0, 29.8983003474328, 32.9488826188733, 0, 0, 0, 0, 0
€C@, 592.546689113549, -91.5711344015602, 605.127627715791, 611.753905225999, 60.3864154834679, 3.88500800650622, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.159320140917, -95.4552078349929, 532.339805499486, 95.9029426860941, 17.999758174667, -95.4552078349929, 514.15956196625, 1.15218251606208E-15, 18.9087894082043, 514.50721411038, 17.8957836032145, 514.263536537702, 10.0363719142087, 5.2624944267611, 15.2988663409706, 2.59691726224395, 0, 0, 0, 0, 532.050706890081, 0.108613250836315, -6.18647247253423E-13, 0, 0, 0, 0, 17.7871703523789, 0.108613250836315, -6.18647247253423E-13, 0, 0, 0, 0, 0.103974571452489, 0, 0, 0, 0, 0, 0, 514.15956196625, 0, 0, 0, 0, 0, 0, 28.7277798924901, 31.6586355909778, 0, 0, 0, 0, 0
D@, 592.644687880296, -91.5573129472586, 605.127627715791, 611.753905225999, 60.4842078519924, 3.89050062648339, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.160517135473, -95.4478496022374, 532.339805499486, 95.9029426860941, 18.0066178768089, -95.4478496022374, 514.153899258664, -9.05539532247702E-16, 18.9087894082043, 514.50721411038, 17.9024554093559, 514.258061726118, 10.0397766208821, 5.26464256588262, 15.3044191867648, 2.59803622259107, 0, 0, 0, 0, 532.051550631191, 0.108966504280558, 9.15833109983202E-13, 0, 0, 0, 0, 17.7934889050744, 0.108966504280558, 9.15833109983202E-13, 0, 0, 0, 0, 0.10416246745302, 0, 0, 0, 0, 0, 0, 514.153899258664, 0, 0, 0, 0, 0, 0, 28.7741497220699, 31.7100581299225, 0, 0, 0, 0, 0
€D@, 595.601804660434, -91.1445206152864, 605.127627715791, 611.753905225999, 63.4042356443121, 4.07739914918596, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.198743116055, -95.223023818057, 532.339805499486, 95.9029426860941, 18.2159794712206, -95.223023818057, 513.982763644834, 1.22700807847487E-15, 18.9087894082043, 514.50721411038, 18.1059862141909, 514.092756901863, 10.1434660406091, 5.33024662243656, 15.4737126630443, 2.63227355114663, 0, 0, 0, 0, 532.078894326244, 0.119848789808618, 1.47103607491676E-12, 0, 0, 0, 0, 17.9861374243809, 0.119848789808618, 1.47103607491676E-12, 0, 0, 0, 0, 0.109993257029608, 0, 0, 0, 0, 0, 0, 513.982763644834, 0, 0, 0, 0, 0, 0, 30.1631080549909, 33.2411275893212, 0, 0, 0, 0, 0
E@, 602.990720026189, -90.1012965596854, 605.127627715791, 611.753905225999, 70.6881692523313, 4.54421271521234, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.305758446657, -94.6482436119387, 532.339805499486, 95.9029426860941, 18.7508811347694, -94.6482436119387, 513.554877311889, 5.30386498609481E-16, 18.9087894082043, 514.50721411038, 18.6251852774451, 513.680573169214, 10.406660307383, 5.49717820077135, 15.9038385081556, 2.72134676928946, 0, 0, 0, 0, 532.156453949781, 0.149304496879192, -2.16826031167385E-12, 0, 0, 0, 0, 18.4758807805681, 0.149304496879192, -2.16826031167385E-12, 0, 0, 0, 0, 0.125695857324298, 0, 0, 0, 0, 0, 0, 513.554877311889, 0, 0, 0, 0, 0, 0, 33.6278863392787, 37.0602829130526, 0, 0, 0, 0, 0
€E@, 605.029222729443, -89.8104888240801, 605.127627715791, 611.753905225999, 72.6919078741162, 4.67500890533394, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.338224621222, -94.4862511722974, 532.339805499486, 95.9029426860941, 18.90152436586, -94.4862511722974, 513.436700255361, -2.69973279842794E-16, 18.9087894082043, 514.50721411038, 18.77120721161, 513.567017409611, 10.4803562840187, 5.54403698988611, 16.0243932739061, 2.74681393770395, 0, 0, 0, 0, 532.180230029024, 0.157994592198535, 1.13556128684316E-13, 0, 0, 0, 0, 18.6132126194114, 0.157994592198535, 1.13556128684316E-13, 0, 0, 0, 0, 0.130317154249916, 0, 0, 0, 0, 0, 0, 513.436700255361, 0, 0, 0, 0, 0, 0, 34.5815486098886, 38.1103592642276, 0, 0, 0, 0, 0
F@, 604.630975636482, -89.8674366264854, 605.127627715791, 611.753905225999, 72.2989869078589, 4.65064050428646, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.331811931508, -94.5179300488824, 532.339805499486, 95.9029426860941, 18.8720535806219, -94.5179300488824, 513.459758350886, 2.08359718367746E-15, 18.9087894082043, 514.50721411038, 18.7426468917761, 513.589165039732, 10.465951850897, 5.53488321750279, 16.0008350684006, 2.74181182337548, 0, 0, 0, 0, 532.175537577852, 0.1562743536547, 1.11393802172509E-12, 0, 0, 0, 0, 18.5863725381202, 0.1562743536547, 1.11393802172509E-12, 0, 0, 0, 0, 0.1294066888458, 0, 0, 0, 0, 0, 0, 513.459758350886, 0, 0, 0, 0, 0, 0, 34.3948348738246, 37.9041520340344, 0, 0, 0, 0, 0
€F@, 602.997972338631, -90.1004015824096, 605.127627715791, 611.753905225999, 70.6913135919058, 4.54767325176825, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.305946328528, -94.6474698428253, 532.339805499486, 95.9029426860941, 18.7515658533956, -94.6474698428253, 513.554380475133, -1.01411760933257E-15, 18.9087894082043, 514.50721411038, 18.6258486530809, 513.680097675448, 10.4069926508768, 5.49741071108626, 15.904403361962, 2.72144529111893, 0, 0, 0, 0, 532.156619183722, 0.149327144807362, -3.74693681938397E-13, 0, 0, 0, 0, 18.476521508274, 0.149327144807362, -3.74693681938397E-13, 0, 0, 0, 0, 0.125717200314669, 0, 0, 0, 0, 0, 0, 513.554380475133, 0, 0, 0, 0, 0, 0, 33.6301159797, 37.0611976122058, 0, 0, 0, 0, 0
G@, 604.262716956999, -89.9200302495223, 605.127627715791, 611.753905225999, 71.9373823006618, 4.62676934343361, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.325893265216, -94.5472662204138, 532.339805499486, 95.9029426860941, 18.844777271203, -94.5472662204138, 513.481115994013, -1.72660497010924E-16, 18.9087894082043, 514.50721411038, 18.7162106793702, 513.609682585846, 10.452615351259, 5.52639971977398, 15.9790150710327, 2.73719560833741, 0, 0, 0, 0, 532.171197618711, 0.154695646506877, -1.12448271179923E-12, 0, 0, 0, 0, 18.5615150328644, 0.154695646506877, -1.12448271179923E-12, 0, 0, 0, 0, 0.128566591832827, 0, 0, 0, 0, 0, 0, 513.481115994013, 0, 0, 0, 0, 0, 0, 34.2226678543509, 37.7147144463109, 0, 0, 0, 0, 0
H@, 593.914887132066, -91.3811201146527, 605.127627715791, 611.753905225999, 61.7341097367816, 3.97418970982134, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.176730050055, -95.3514357432603, 532.339805499486, 95.9029426860941, 18.0963781391056, -95.3514357432603, 514.08035191095, -7.93210983007775E-16, 18.9087894082043, 514.50721411038, 17.9897382373801, 514.186991812675, 10.0842774535473, 5.29280804788684, 15.3770855014346, 2.6126527359456, 0, 0, 0, 0, 532.063160097612, 0.113569952441623, 1.67403342453984E-12, 0, 0, 0, 0, 17.8761682849368, 0.113569952441623, 1.67403342453984E-12, 0, 0, 0, 0, 0.106639901725418, 0, 0, 0, 0, 0, 0, 514.08035191095, 0, 0, 0, 0, 0, 0, 29.3694150467375, 32.3646946900441, 0, 0, 0, 0, 0
€H@, 590.819375586629, -91.8108871641726, 605.127627715791, 611.753905225999, 58.6799725306385, 3.77540401994703, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.138245062722, -95.5851266814579, 532.339805499486, 95.9029426860941, 17.8787420947114, -95.5851266814579, 514.259502968011, 1.12906385629774E-15, 18.9087894082043, 514.50721411038, 17.7780492327364, 514.360195829985, 9.97624748121888, 5.22449602713964, 15.2007435083579, 2.5773057243785, 0, 0, 0, 0, 532.035737814717, 0.102507248004417, 7.5779589344897E-13, 0, 0, 0, 0, 17.6755419847312, 0.102507248004417, 7.5779589344897E-13, 0, 0, 0, 0, 0.100692861975081, 0, 0, 0, 0, 0, 0, 514.259502968011, 0, 0, 0, 0, 0, 0, 27.9159992084379, 30.7639733222006, 0, 0, 0, 0, 0
I@, 589.224445997709, -92.0312345982007, 605.127627715791, 611.753905225999, 57.1043074134368, 3.67358959291788, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.119555504101, -95.7042231477328, 532.339805499486, 95.9029426860941, 17.767787069449, -95.7042231477329, 514.351768434653, -9.08700198420931E-17, 18.9087894082043, 514.50721411038, 17.6700467355791, 514.449508768523, 9.9210012685521, 5.18960583233258, 15.1106071008862, 2.55943963469295, 0, 0, 0, 0, 532.022528225194, 0.0970272789082139, -1.00262844391266E-12, 0, 0, 0, 0, 17.5730194566719, 0.0970272789082139, -1.00262844391266E-12, 0, 0, 0, 0, 0.0977403338698861, 0, 0, 0, 0, 0, 0, 514.351768434653, 0, 0, 0, 0, 0, 0, 27.1663191986135, 29.9379882148233, 0, 0, 0, 0, 0
€I@, 587.001171258228, -92.3372812120005, 605.127627715791, 611.753905225999, 54.9055835012939, 3.53231855065877, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.094800499619, -95.8687602743652, 532.339805499486, 95.9029426860941, 17.6144538837325, -95.8687602743652, 514.480346615887, -9.20097331658098E-17, 18.9087894082043, 514.50721411038, 17.5207029832199, 514.5740975164, 9.84445929081142, 5.14131617713169, 14.9857754679428, 2.53492751527713, 0, 0, 0, 0, 532.005162179494, 0.0896383201225164, 2.72776444714521E-12, 0, 0, 0, 0, 17.4310646630946, 0.0896383201225164, 2.72776444714521E-12, 0, 0, 0, 0, 0.093750900512555, 0, 0, 0, 0, 0, 0, 514.480346615887, 0, 0, 0, 0, 0, 0, 26.1203441391103, 28.7852393621836, 0, 0, 0, 0, 0
J@, 587.198825442646, -92.309886269888, 605.127627715791, 611.753905225999, 55.1019801172765, 3.54427380679216, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.096915074172, -95.8542341230271, 532.339805499486, 95.9029426860941, 17.62799695469, -95.8542341230271, 514.468918119482, 6.14317624547667E-16, 18.9087894082043, 514.50721411038, 17.5338979548919, 514.56301711928, 9.85122941946591, 5.14558181716977, 14.996811236636, 2.53708671825594, 0, 0, 0, 0, 532.006630578286, 0.0902844958855204, 1.05607472355083E-12, 0, 0, 0, 0, 17.4436134590053, 0.0902844958855204, 1.05607472355083E-12, 0, 0, 0, 0, 0.0940989997981386, 0, 0, 0, 0, 0, 0, 514.468918119482, 0, 0, 0, 0, 0, 0, 26.2136583441314, 28.8883217731451, 0, 0, 0, 0, 0
€J@, 588.824119328439, -92.0861355358439, 605.127627715791, 611.753905225999, 56.7097553209713, 3.6472764710665, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.114952971802, -95.7340238281676, 532.339805499486, 95.9029426860941, 17.7400258646479, -95.7340238281676, 514.374927107154, 3.29571439583454E-16, 18.9087894082043, 514.50721411038, 17.6430156593409, 514.471937312461, 9.90716051994825, 5.18086490739717, 15.0880254273442, 2.55499023199681, 0, 0, 0, 0, 532.019276063646, 0.0956769081591659, -2.61850723947553E-12, 0, 0, 0, 0, 17.5473387511844, 0.0956769081591659, -2.61850723947553E-12, 0, 0, 0, 0, 0.0970102053069638, 0, 0, 0, 0, 0, 0, 514.374927107154, 0, 0, 0, 0, 0, 0, 26.9784508827096, 29.7313044382617, 0, 0, 0, 0, 0
K@, 592.077720598563, -91.6358600230579, 605.127627715791, 611.753905225999, 59.9255034402026, 3.85359877900575, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.153450010681, -95.4906787414366, 532.339805499486, 95.9029426860941, 17.9667349179133, -95.4906787414366, 514.186715092767, -3.80848130809852E-16, 18.9087894082043, 514.50721411038, 17.863662164281, 514.289787846399, 10.0199795921889, 5.25212132062943, 15.2721009128183, 2.59156125146269, 0, 0, 0, 0, 532.046508575612, 0.106941435068334, -2.00164088912289E-13, 0, 0, 0, 0, 17.7567207292129, 0.106941435068334, -2.00164088912289E-13, 0, 0, 0, 0, 0.103072753632319, 0, 0, 0, 0, 0, 0, 514.186715092767, 0, 0, 0, 0, 0, 0, 28.5081746222043, 31.4173288179984, 0, 0, 0, 0, 0
€K@, 595.701127408405, -91.1305762597643, 605.127627715791, 611.753905225999, 63.5025005394816, 4.08350225064494, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.200066981843, -95.2154314946385, 532.339805499486, 95.9029426860941, 18.2230497010023, -95.2154314946385, 513.977017280843, 7.66874411195495E-16, 18.9087894082043, 514.50721411038, 18.1128563481758, 514.087210633669, 10.1469608830253, 5.33245843223042, 15.479419315255, 2.6334370329208, 0, 0, 0, 0, 532.079843299569, 0.120223682274193, 6.94408576072918E-13, 0, 0, 0, 0, 17.9926326659009, 0.120223682274193, 6.94408576072918E-13, 0, 0, 0, 0, 0.1101933528266, 0, 0, 0, 0, 0, 0, 513.977017280843, 0, 0, 0, 0, 0, 0, 30.2098115529684, 33.2926889865132, 0, 0, 0, 0, 0
L@, 598.862944755642, -90.6862690638998, 605.127627715791, 611.753905225999, 66.6202850489873, 4.28414624385092, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.243968325551, -94.97159137947, 532.339805499486, 95.9029426860941, 18.4500194412214, -94.97159137947, 513.793948884329, -1.24476817742192E-16, 18.9087894082043, 514.50721411038, 18.3332944629599, 513.91067386259, 10.2589200173506, 5.40340703178582, 15.6623270491362, 2.67096741382364, 0, 0, 0, 0, 532.111519441249, 0.132448884304248, -2.21935078925897E-12, 0, 0, 0, 0, 18.2008455786578, 0.132448884304248, -2.21935078925897E-12, 0, 0, 0, 0, 0.116724978261573, 0, 0, 0, 0, 0, 0, 513.793948884329, 0, 0, 0, 0, 0, 0, 31.6930438192755, 34.9272412297118, 0, 0, 0, 0, 0
€L@, 598.399520603881, -90.7517463952627, 605.127627715791, 611.753905225999, 66.1619504080507, 4.25589673560893, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.237379460388, -95.0074706767978, 532.339805499486, 95.9029426860941, 18.4166161650485, -95.0074706767978, 513.82076329534, 7.03643740496141E-16, 18.9087894082043, 514.50721411038, 18.3008653209766, 513.936514139412, 10.2424696722769, 5.39298347941299, 15.6354531516908, 2.66541216928583, 0, 0, 0, 0, 532.106762187394, 0.130617272994173, 1.09094212397504E-12, 0, 0, 0, 0, 18.1702480479813, 0.130617272994173, 1.09094212397504E-12, 0, 0, 0, 0, 0.115750844071832, 0, 0, 0, 0, 0, 0, 513.82076329534, 0, 0, 0, 0, 0, 0, 31.4752610942239, 34.6866893138268, 0, 0, 0, 0, 0
M@, 596.569949312823, -91.009086377306, 605.127627715791, 611.753905225999, 64.3573302078971, 4.14026298955144, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.211881477204, -95.1486664056434, 532.339805499486, 95.9029426860941, 18.2851885894352, -95.1486664056434, 513.926692887769, -6.6115515839904E-17, 18.9087894082043, 514.50721411038, 18.173227649982, 514.038653827221, 10.1776556917333, 5.35190958075777, 15.5295652724915, 2.64366237749051, 0, 0, 0, 0, 532.088361190783, 0.123520286420061, 6.99001120065621E-13, 0, 0, 0, 0, 18.0497073635612, 0.123520286420061, 6.99001120065621E-13, 0, 0, 0, 0, 0.111960939453188, 0, 0, 0, 0, 0, 0, 513.926692887769, 0, 0, 0, 0, 0, 0, 30.6168393914119, 33.7404908164852, 0, 0, 0, 0, 0
€M@, 592.846621489559, -91.5295058261631, 605.127627715791, 611.753905225999, 60.6821059936568, 3.90441308373918, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.1630843291, -95.4325229634744, 532.339805499486, 95.9029426860941, 18.0208827636608, -95.4325229634744, 514.14220156544, -8.60471416341824E-16, 18.9087894082043, 514.50721411038, 17.9163288648346, 514.246755464266, 10.0468533372181, 5.26912400190936, 15.3159773391276, 2.60035152570697, 0, 0, 0, 0, 532.053393625911, 0.109690703186087, 3.54312761605755E-12, 0, 0, 0, 0, 17.806638161645, 0.109690703186087, 3.54312761605755E-12, 0, 0, 0, 0, 0.104553898826139, 0, 0, 0, 0, 0, 0, 514.14220156544, 0, 0, 0, 0, 0, 0, 28.8685240089216, 31.8135819847352, 0, 0, 0, 0, 0
N@, 590.81869736061, -91.8108900790016, 605.127627715791, 611.753905225999, 58.6797135899913, 3.77506719863962, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.138225815665, -95.5851946501849, 532.339805499486, 95.9029426860941, 17.8786812107721, -95.5851946501849, 514.259544604894, 5.83115153385272E-16, 18.9087894082043, 514.50721411038, 17.7779899820527, 514.360235833613, 9.97621739145706, 5.22447526928959, 15.2006926607467, 2.57729732130598, 0, 0, 0, 0, 532.035720328983, 0.102505486683046, -6.65799158192597E-13, 0, 0, 0, 0, 17.6754844953703, 0.102505486683046, -6.65799158192597E-13, 0, 0, 0, 0, 0.100691228719419, 0, 0, 0, 0, 0, 0, 514.259544604894, 0, 0, 0, 0, 0, 0, 27.9158162690151, 30.7638973209762, 0, 0, 0, 0, 0
€N@, 589.987655057437, -91.9257649900993, 605.127627715791, 611.753905225999, 57.8589595910875, 3.72191189982491, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.128388397591, -95.6473637660413, 532.339805499486, 95.9029426860941, 17.8207656635419, -95.6473637660413, 514.30762273405, -6.59361454324881E-16, 18.9087894082043, 514.50721411038, 17.7216223492984, 514.406766048294, 9.94739486734463, 5.20626870813646, 15.153663575481, 2.56795877381735, 0, 0, 0, 0, 532.028756815064, 0.0996315825272468, 5.91149642198837E-13, 0, 0, 0, 0, 17.6219907667706, 0.0996315825272468, 5.91149642198837E-13, 0, 0, 0, 0, 0.0991433142434007, 0, 0, 0, 0, 0, 0, 514.30762273405, 0, 0, 0, 0, 0, 0, 27.5252908878572, 30.3336687032302, 0, 0, 0, 0, 0
